"ean","brand","nome","ivazero","price","desconto","pvp_recomendado","promocao","preco_por_volume","category","embalagem","link_produto","link_imagem","id","variant","channel"
7630054495090,"Buondi","Cápsulas de Café Encorpado Int 9",FALSE,4.29,NA,NA,NA,"€0,43","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 10 un","https://www.continente.pt/produto/capsulas-de-cafe-encorpado-int-9-buondi-7067810.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw6fa6d5d6/images/col/706/7067810-direito.jpg?sw=280&sh=280","7067810","","col"
5601132004420,"Nicola","Cápsulas de Café Bocage Int 11",FALSE,1.99,"20",NA,NA,"€0,20","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 10 un","https://www.continente.pt/produto/capsulas-de-cafe-bocage-int-11-nicola-7673478.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwf2378ca5/images/col/767/7673478-direito.jpg?sw=280&sh=280","7673478","","col"
5601312101932,"Continente","Cápsulas de Café Colômbia Int 7",FALSE,2.79,NA,NA,NA,"€0,28","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 10 un","https://www.continente.pt/produto/capsulas-de-cafe-colombia-int-7-continente-7408143.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwe8407b65/images/col/740/7408143-frente.jpg?sw=280&sh=280","7408143","","col"
5601001346408,"Bolero","Bebida Cereais e Fibra",FALSE,2.59,"35",NA,NA,"€12,95","Mercearia/Café, Chá e Chocolate Solúvel/Bebidas de Cereais","emb. 200 gr","https://www.continente.pt/produto/bebida-cereais-e-fibra-bolero-2004015.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwce17ca08/images/col/200/2004015-frente.jpg?sw=280&sh=280","2004015","","col"
5609060099617,"Delta","Bebida Cereais e Fibra Solúvel",FALSE,2.44,"30",NA,NA,"€12,20","Mercearia/Café, Chá e Chocolate Solúvel/Bebidas de Cereais","emb. 200 gr","https://www.continente.pt/produto/bebida-cereais-e-fibra-soluvel-delta-6557350.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9527f541/images/col/655/6557350-hero.jpg?sw=280&sh=280","6557350","","col"
5609060007070,"Delta","Cevada",FALSE,2.99,NA,NA,NA,"€14,95","Mercearia/Café, Chá e Chocolate Solúvel/Bebidas de Cereais","emb. 200 gr","https://www.continente.pt/produto/cevada-delta-5394593.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwcacc6a74/images/col/539/5394593-hero.jpg?sw=280&sh=280","5394593","","col"
40052526,"Kit Kat","Snack de Chocolate de Leite Kit Kat",FALSE,1.99,"25",NA,NA,"€16,05","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 3 x 41,5 gr","https://www.continente.pt/produto/snack-de-chocolate-de-leite-kit-kat-kit-kat-5762263.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw52059217/images/col/576/5762263-hero.jpg?sw=280&sh=280","5762263","","col"
3800020456262,"Kit Kat","Snack de Chocolate de Leite Kit Kat Chunky",FALSE,3.89,NA,NA,NA,"€24,31","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 160 gr (4 un)","https://www.continente.pt/produto/snack-de-chocolate-de-leite-kit-kat-chunky-kit-kat-5824254.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd02df5d8/images/col/582/5824254-hero.jpg?sw=280&sh=280","5824254","","col"
40345154,"Kit Kat","Snack de Chocolate de Leite Kit Kat",FALSE,2.19,"45",NA,NA,"€10,58","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 5 x 41,5 gr","https://www.continente.pt/produto/snack-de-chocolate-de-leite-kit-kat-kit-kat-5762275.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw27475a54/images/col/576/5762275-hero.jpg?sw=280&sh=280","5762275","","col"
5000159451666,"Twix","Snack de Chocolate com Biscoito e Caramelo",FALSE,2.89,"30",NA,NA,"€11,56","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 5 x 58 gr","https://www.continente.pt/produto/snack-de-chocolate-com-biscoito-e-caramelo-twix-2666531.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwb1056918/images/col/266/2666531-frente.jpg?sw=280&sh=280","2666531","","col"
5601312046479,"Continente","Drageias de Chocolate Pop Balls",FALSE,1.79,NA,NA,NA,"€10,23","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 175 gr","https://www.continente.pt/produto/drageias-de-chocolate-pop-balls-continente-4326920.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwf3ecd97d/images/col/432/4326920-frente.jpg?sw=280&sh=280","4326920","","col"
7613036257183,"Crunch","Snack de Chocolate Leite Multipack",FALSE,1.49,"30",NA,NA,"€15,05","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 3 x 33 gr","https://www.continente.pt/produto/snack-de-chocolate-leite-multipack-crunch-7536658.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw8d92893a/images/col/753/7536658-frente.JPG?sw=280&sh=280","7536658","","col"
5601312103875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800020403907,"Kit Kat","Snack de Chocolate de Leite e Caramelo Kit Kat Chunky",FALSE,3.89,NA,NA,NA,"€22,36","Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate","emb. 174 gr (4 un)","https://www.continente.pt/produto/snack-de-chocolate-de-leite-e-caramelo-kit-kat-chunky-kit-kat-7637319.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw14a8f340/images/col/763/7637319-hero.jpg?sw=280&sh=280","7637319","","col"
5601312605454,"Continente","Ambientador Recarga WC Lavanda",FALSE,3.79,NA,NA,NA,"€1,26","Limpeza/Ambientadores/Absorve Odores","emb. 3 un","https://www.continente.pt/produto/ambientador-recarga-wc-lavanda-continente-7251258.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd4f404d4/images/col/725/7251258-cima.jpg?sw=280&sh=280","7251258","","col"
5601493323994,"Kasa","Vela em Copo 165g Frutos Vermelhos",FALSE,2.5,NA,NA,NA,"€2,50","Casa, Bricolage e Jardim/Decoração/Velas e Difusores","1 un","https://www.continente.pt/produto/vela-em-copo-165g-frutos-vermelhos-kasa-5939669.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwe0f69ccb/images/col/593/5939669_frente.jpg?sw=280&sh=280","5939669","284483","col"
8412600012147,"Bimbo","Mini Muffins Little Bites",FALSE,2.19,"25",NA,NA,"€13,04","Mercearia/Bolachas, Biscoitos e Tostas/Bolos, Napolitanas, Queques","emb. 188 gr (4 un)","https://www.continente.pt/produto/mini-muffins-little-bites-bimbo-6838666.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw13ed4493/images/col/683/6838666-esquerdo.jpg?sw=280&sh=280","6838666","","col"
5601312079538,"Continente","Napolitanas de Cacau",FALSE,1.39,NA,NA,NA,"€5,15","Mercearia/Bolachas, Biscoitos e Tostas/Bolos, Napolitanas, Queques","emb. 270 gr (6 un)","https://www.continente.pt/produto/napolitanas-de-cacau-continente-7251787.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwba78c499/images/col/725/7251787-cima.jpg?sw=280&sh=280","7251787","","col"
8004905550358,"Midi","Bolo Ciao de Leite",FALSE,2.99,"25",NA,NA,"€8,54","Mercearia/Bolachas, Biscoitos e Tostas/Bolos, Napolitanas, Queques","emb. 350 gr (10 un)","https://www.continente.pt/produto/bolo-ciao-de-leite-midi-5960119.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd558a913/images/col/596/5960119-direito.jpg?sw=280&sh=280","5960119","","col"
5601312609568,"Continente","Sacos Lixo WC 10 lt",FALSE,0.89,NA,NA,NA,"€0,03","Limpeza/Sacos e Baldes do Lixo/Sacos do Lixo","emb. 30 un","https://www.continente.pt/produto/sacos-lixo-wc-10-lt-continente-7708490.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwfc58c44a/images/col/770/7708490-frente.jpg?sw=280&sh=280","7708490","","col"
8710847961175,"Linic","Champô Homem Limpeza Profunda Anticaspa",FALSE,4.94,"25",NA,NA," €13,72","Beleza e Higiene/Homem/Cabelo","emb. 360 ml","https://www.continente.pt/produto/champo-homem-limpeza-profunda-anticaspa-linic-7217399.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw271e50f5/images/col/721/7217399-hero.jpg?sw=280&sh=280","7217399","","col"
3600542167925,"Ultra Suave Garnier","Champô Ultra Suave Riqueza D'Argão",FALSE,8.29,NA,NA,NA,"€13,82","Beleza e Higiene/Cabelo/Champôs","emb. 600 ml","https://www.continente.pt/produto/champo-ultra-suave-riqueza-dargao-ultra-suave-garnier-6596280.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw6c432e29/images/col/659/6596280-frente.jpg?sw=280&sh=280","6596280","","col"
5601312601470,"MyLabel","Champô Profissional Keratina",FALSE,1.99,NA,NA,NA,"€2,21","Beleza e Higiene/Cabelo/Champôs","emb. 900 ml","https://www.continente.pt/produto/champo-profissional-keratina-mylabel-6855955.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw3ba33f40/images/col/685/6855955-frente.jpg?sw=280&sh=280","6855955","","col"
3600541939189,"Ultra Suave Garnier","Champô Ultra Suave Delicadeza de Aveia",FALSE,8.29,NA,NA,NA,"€13,82","Beleza e Higiene/Cabelo/Champôs","emb. 600 ml","https://www.continente.pt/produto/champo-ultra-suave-delicadeza-de-aveia-ultra-suave-garnier-5813481.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwae02ade4/images/col/581/5813481-frente.jpg?sw=280&sh=280","5813481","","col"
3600541939066,"Ultra Suave Garnier","Champô Ultra Suave Óleos de Argão e Camélia",FALSE,8.29,NA,NA,NA,"€13,82","Beleza e Higiene/Cabelo/Champôs","emb. 600 ml","https://www.continente.pt/produto/champo-ultra-suave-oleos-de-argao-e-camelia-ultra-suave-garnier-5813483.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwbee6ab7b/images/col/581/5813483-frente.jpg?sw=280&sh=280","5813483","","col"
3282770141283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8006540748312,"H&S","Champô Mentol",FALSE,9.99,NA,NA,NA,"€9,99","Beleza e Higiene/Homem/Cabelo","emb. 1 lt","https://www.continente.pt/produto/champo-mentol-h-s-7639297.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw3505fa1e/images/col/763/7639297-hero.jpg?sw=280&sh=280","7639297","","col"
8712561255530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5601312601180,"MyLabel","Desodorizante Roll On Invisible Fresh Protection",FALSE,0.85,NA,NA,NA,"€17,00","Beleza e Higiene/Corpo/Desodorizantes","emb. 50 ml","https://www.continente.pt/produto/desodorizante-roll-on-invisible-fresh-protection-mylabel-6697689.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw85352eaf/images/col/669/6697689-hero.jpg?sw=280&sh=280","6697689","","col"
96111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42397304,"Nivea","Desodorizante Roll On Black & White Invisible Original",FALSE,2.25,"50",NA,NA,"€44,80","Beleza e Higiene/Corpo/Desodorizantes","emb. 50 ml","https://www.continente.pt/produto/desodorizante-roll-on-black-white-invisible-original-nivea-4626257.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwecb1c5a8/images/col/462/4626257-hero.jpg?sw=280&sh=280","4626257","","col"
3600550266993,"Narta","Desodorizante Roll On Narta Protection 5",FALSE,4.49,NA,NA,NA,"€89,80","Beleza e Higiene/Corpo/Desodorizantes","emb. 50 ml","https://www.continente.pt/produto/desodorizante-roll-on-narta-protection-5-narta-4873853.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw54a4675c/images/col/487/4873853-hero.jpg?sw=280&sh=280","4873853","","col"
3337875597357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5601233086004,"Hidro","Acetona",FALSE,1.49,NA,NA,NA,"€11,92","Beleza e Higiene/Maquilhagem/Unhas","emb. 125 ml","https://www.continente.pt/produto/acetona-hidro-7141128.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwb6042d20/images/col/714/7141128-frente.jpg?sw=280&sh=280","7141128","","col"
7613287399076,"Dolce Gusto","Cápsulas de Café Ardenza Int 11",FALSE,18.99,NA,NA,NA,"€0,30","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 64 un","https://www.continente.pt/produto/capsulas-de-cafe-ardenza-int-11-dolce-gusto-7405693.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw1dec2cbc/images/col/740/7405693-frente.jpg?sw=280&sh=280","7405693","","col"
5601312101901,"Continente","Cápsulas de Café Classico Int 10",FALSE,3.99,NA,NA,NA,"€0,25","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 16 un","https://www.continente.pt/produto/capsulas-de-cafe-classico-int-10-continente-7408113.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw096ef3f6/images/col/740/7408113-frente.jpg?sw=280&sh=280","7408113","","col"
5601132003867,"Nicola","Cápsulas de Café Rossio Int 10",FALSE,3.24,"35",NA,NA,"€0,20","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 16 un","https://www.continente.pt/produto/capsulas-de-cafe-rossio-int-10-nicola-7224036.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw070f14fc/images/col/722/7224036-direito.jpg?sw=280&sh=280","7224036","","col"
5601312079996,"Continente","Cápsulas de Café Fortíssimo Int 14 Pack Poupança",FALSE,6.79,NA,NA,NA,"€0,17","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 40 un","https://www.continente.pt/produto/capsulas-de-cafe-fortissimo-int-14-pack-poupanca-continente-7314337.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw53e48b25/images/col/731/7314337-frente.jpg?sw=280&sh=280","7314337","","col"
5601312101918,"Continente","Cápsulas de Café Fortezza Int 12",FALSE,3.99,NA,NA,NA,"€0,25","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 16 un","https://www.continente.pt/produto/capsulas-de-cafe-fortezza-int-12-continente-7408125.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwddf33fe6/images/col/740/7408125-frente.jpg?sw=280&sh=280","7408125","","col"
7613287613578,"Dolce Gusto","Cápsulas de Café Buondi Int 8",FALSE,18.99,NA,NA,NA,"€0,30","Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas","emb. 64 un","https://www.continente.pt/produto/capsulas-de-cafe-buondi-int-8-dolce-gusto-7405690.html","https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwf9104c04/images/col/740/7405690-frente.jpg?sw=280&sh=280","7405690","","col"
